Periodo,Variable,Geografia,Valor
2023-02-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,359.9980925358544
2023-02-01T00:00:00Z,Total,Total Pais,120.10138412669606
2023-03-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,104.44765952178143
2023-03-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,133.36546479030488
2023-03-01T00:00:00Z,Empleo en casas particulares,Total Pais,119.85565966717967
2023-03-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,96.75168014441314
2023-03-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,146.07058129124954
2023-03-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,358.911434055388
2023-03-01T00:00:00Z,Total,Total Pais,120.34809776003709
2023-04-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,103.82880444706993
2023-04-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,134.1409441380468
2023-04-01T00:00:00Z,Empleo en casas particulares,Total Pais,120.35229523738565
2023-04-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,97.72646883042434
2023-04-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,146.52505379509262
2023-04-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,359.26848750014904
2023-04-01T00:00:00Z,Total,Total Pais,120.29725292433278
2023-05-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,103.96064299872599
2023-05-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,135.15076559224158
2023-05-01T00:00:00Z,Empleo en casas particulares,Total Pais,120.05117941313246
2023-05-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,98.18654176881701
2023-05-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,149.65342193075134
2023-05-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,356.4108677769698
2023-05-01T00:00:00Z,Total,Total Pais,120.94480645800772
2023-06-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,104.04791848217631
2023-06-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,136.31709030525013
2023-06-01T00:00:00Z,Empleo en casas particulares,Total Pais,119.82765486782505
2023-06-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,98.84908583068047
2023-06-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,151.18159047882008
2023-06-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,353.1908298661198
2023-06-01T00:00:00Z,Total,Total Pais,121.41622352772963
2023-07-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,104.39795393118814
2023-07-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,135.95309541116404
2023-07-01T00:00:00Z,Empleo en casas particulares,Total Pais,120.24207451332028
2023-07-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,99.55505141058948
2023-07-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,150.93628942026044
2023-07-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,364.8192081639466
2023-07-01T00:00:00Z,Total,Total Pais,121.7172308098481
2023-08-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,104.61441481780159
2023-08-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,136.43003525942547
2023-08-01T00:00:00Z,Empleo en casas particulares,Total Pais,120.600741484871
2023-08-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,100.31248856526034
2023-08-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,153.42056162913372
2023-08-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,354.66017334080425
2023-08-01T00:00:00Z,Total,Total Pais,122.1331741329506
2023-09-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,104.35144194526227
2023-09-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,136.56601736749803
2023-09-01T00:00:00Z,Empleo en casas particulares,Total Pais,120.94681914295037
2023-09-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,100.74572798126533
2023-09-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,152.88964646983254
2023-09-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,371.5209642231256
2023-09-01T00:00:00Z,Total,Total Pais,122.24140465673929
2023-10-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,104.39646358234333
2023-10-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,136.71583749292867
2023-10-01T00:00:00Z,Empleo en casas particulares,Total Pais,120.29577178914698
2023-10-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,100.01097735006769
2023-10-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,155.35330578355243
2023-10-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,361.1753555632384
2023-10-01T00:00:00Z,Total,Total Pais,122.38821248750263
2023-11-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,104.58259341334595
2023-11-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,136.97691213291415
2023-11-01T00:00:00Z,Empleo en casas particulares,Total Pais,119.34258091203154
2023-11-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,94.10589483698637
2023-11-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,154.99695370313322
2023-11-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,378.34551328667993
2023-11-01T00:00:00Z,Total,Total Pais,122.51819706298348
2023-12-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,104.47378157021517
2023-12-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,137.92587776077292
2023-12-01T00:00:00Z,Empleo en casas particulares,Total Pais,118.36626680609118
2023-12-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,93.39773378706381
2023-12-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,155.520110503373
2023-12-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,379.9465910039222
2023-12-01T00:00:00Z,Total,Total Pais,122.70441467284259
2024-01-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,104.22425459219879
2024-01-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,134.679211563236
2024-01-01T00:00:00Z,Empleo en casas particulares,Total Pais,117.97753963706808
2024-01-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,94.24542915340237
2024-01-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,156.9671965930155
2024-01-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,386.441506419809
2024-01-01T00:00:00Z,Total,Total Pais,122.10120171467302
2024-02-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,103.79924313207127
2024-02-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,134.46857492401867
2024-02-01T00:00:00Z,Empleo en casas particulares,Total Pais,117.27536425508521
2024-02-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,100.55569785453793
2024-02-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,158.14988997581978
2024-02-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,383.7460211490087
2024-02-01T00:00:00Z,Total,Total Pais,122.12730108787643
2024-03-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,103.28019229758236
2024-03-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,134.27472474335784
2024-03-01T00:00:00Z,Empleo en casas particulares,Total Pais,116.77204864099646
2024-03-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,100.85013477746472
2024-03-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,157.92428906428867
2024-03-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,376.4314922330444
2024-03-01T00:00:00Z,Total,Total Pais,121.6459949811994
2024-04-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,102.47828635431684
2024-04-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,134.46200972828345
2024-04-01T00:00:00Z,Empleo en casas particulares,Total Pais,116.37150293279619
2024-04-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,101.47120885018357
2024-04-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,157.1276881383057
2024-04-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,385.348291031342
2024-04-01T00:00:00Z,Total,Total Pais,121.2917186313756
2024-05-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,101.99683816760464
2024-05-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,134.64217914178346
2024-05-01T00:00:00Z,Empleo en casas particulares,Total Pais,115.6973323501679
2024-05-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,100.71913839999023
2024-05-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,156.84952814725062
2024-05-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,397.41180958739164
2024-05-01T00:00:00Z,Total,Total Pais,121.16419488007692
2024-06-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,101.50734864811439
2024-06-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,135.36706323855995
2024-06-01T00:00:00Z,Empleo en casas particulares,Total Pais,115.51208959480397
2024-06-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,100.53545074219083
2024-06-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,156.70219538742737
2024-06-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,401.45861398886524
2024-06-01T00:00:00Z,Total,Total Pais,121.09036100656677
2024-07-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,101.67536500854166
2024-07-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,134.58486144488558
2024-07-01T00:00:00Z,Empleo en casas particulares,Total Pais,115.60895023110382
2024-07-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,100.28223986729603
2024-07-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,157.82221339899033
2024-07-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,402.927361381004
2024-07-01T00:00:00Z,Total,Total Pais,121.15339103859316
2024-08-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,101.72664283527895
2024-08-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,134.5251456824796
2024-08-01T00:00:00Z,Empleo en casas particulares,Total Pais,116.0798933248377
2024-08-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,100.03854269579324
2024-08-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,159.60404986343005
2024-08-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,403.6414682705261
2024-08-01T00:00:00Z,Total,Total Pais,121.40102862450817
2024-09-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,101.849850465603
2024-09-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,134.7529225931973
2024-09-01T00:00:00Z,Empleo en casas particulares,Total Pais,116.26744840308415
2024-09-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,99.62579433324795
2024-09-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,159.38232813142963
2024-09-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,404.3734576364135
2024-09-01T00:00:00Z,Total,Total Pais,121.49861997162827
2024-10-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,102.28776736407895
2024-10-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,134.82667293570785
2024-10-01T00:00:00Z,Empleo en casas particulares,Total Pais,115.80395612752719
2024-10-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,98.40364935904473
2024-10-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,157.5775208391806
2024-10-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,403.7064412679868
2024-10-01T00:00:00Z,Total,Total Pais,121.47075502568453
2024-11-01T00:00:00Z,Empleo asalariado en el sector privado,Total Pais,102.62332513859833
2024-11-01T00:00:00Z,Empleo asalariado en el sector público,Total Pais,134.9589203515957
2024-11-01T00:00:00Z,Empleo en casas particulares,Total Pais,115.35485163879461
2024-11-01T00:00:00Z,Trabajo Independientes Autónomos,Total Pais,97.27615353653628
2024-11-01T00:00:00Z,Trabajo Independientes Monotributo,Total Pais,156.85485251131237
2024-11-01T00:00:00Z,Trabajo Independientes MonotributoSocial,Total Pais,400.63065533315057
2024-11-01T00:00:00Z,Total,Total Pais,121.49657080948401
2009-01-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,2050
2009-01-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,2046.4298270667684
2009-01-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,2907.11
2009-01-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,2744.7525371109305
2009-02-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,2014.08
2009-02-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,2088.29985854286
2009-02-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,2791.44
2009-02-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,2787.707936764404
2009-03-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,2025.53
2009-03-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,2090.9506244254667
2009-03-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,2869.86
2009-03-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,2768.318941405746
2009-04-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,2157.8
2009-04-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,2204.5029391419325
2009-04-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,2885.72
2009-04-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,2843.674961044677
2009-05-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,2223.66
2009-05-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,2228.4475623928074
2009-05-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,2886.88
2009-05-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,2871.683504389046
2009-06-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,3263.85
2009-06-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,2256.031780662679
2009-06-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,4245.81
2009-06-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,2929.7514081238783
2009-07-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,2277.19
2009-07-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,2252.9836005973293
2009-07-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,2991.46
2009-07-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,2953.365881053974
2009-08-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,2286.15
2009-08-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,2293.314045657604
2009-08-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,3026.88
2009-08-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,3011.5819668620043
2009-09-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,2322
2009-09-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,2289.0373667949925
2009-09-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,3112.32
2009-09-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,3056.3267026331478
2009-10-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,2334.71
2009-10-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,2320.874308598458
2009-10-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,3135.62
2009-10-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,3099.5468305707063
2009-11-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,2321.91
2009-11-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,2370.5578742902353
2009-11-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,3110.03
2009-11-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,3144.4345390027956
2009-12-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,3501.62
2009-12-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,2397.625212048294
2009-12-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,4723.81
2009-12-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,3221.87509029146
2010-01-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,2481.36
2010-01-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,2498.534330144564
2010-01-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,3468.61
2010-01-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,3288.274875897536
2010-02-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,2474.04
2010-02-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,2572.708177548618
2010-02-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,3376.54
2010-02-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,3379.9344495942437
2010-03-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,2534.38
2010-03-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,2606.212925581286
2010-03-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,3578.79
2010-03-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,3434.3142376717633
2010-04-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,2557.3
2010-04-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,2617.6326711860575
2010-04-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,3546.73
2010-04-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,3494.3467481773077
2010-05-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,2635.36
2010-05-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,2644.6719735161505
2010-05-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,3575.29
2010-05-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,3550.417764754812
2010-06-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,4200
2010-06-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,2888.0584449428434
2010-06-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,5323
2010-06-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,3667.042892509683
2010-07-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,2897.92
2010-07-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,2859.419927504226
2010-07-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,3796.59
2010-07-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,3751.1758553408044
2010-08-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,2943.55
2010-08-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,2946.6322050897247
2010-08-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,3875.35
2010-08-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,3852.1891129870914
2010-09-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,3064.54
2010-09-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,3032.2319393350176
2010-09-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,4013.63
2010-09-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,3947.3125289242557
2010-10-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,3086.84
2010-10-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,3100.8666561516957
2010-10-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,4055.92
2010-10-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,4032.2444536548896
2010-11-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,3123.44
2010-11-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,3149.3653344782606
2010-11-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,4099.69
2010-11-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,4125.269582325941
2010-12-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,4766.23
2010-12-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,3266.426913186268
2010-12-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,6166.26
2010-12-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,4209.630401479935
2011-01-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,3330.81
2011-01-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,3367.090278461997
2011-01-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,4608.69
2011-01-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,4368.44839127337
2011-02-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,3281.56
2011-02-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,3420.9065288992756
2011-02-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,4365.13
2011-02-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,4380.829116065273
2011-03-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,3418.64
2011-03-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,3516.553137881006
2011-03-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,4757.17
2011-03-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,4556.365418356677
2011-04-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,3427.54
2011-04-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,3509.7705717965446
2011-04-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,4633.46
2011-04-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,4576.946623523801
2011-05-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,3601.48
2011-05-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,3594.798047927141
2011-05-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,4862.15
2011-05-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,4796.493885513559
2011-06-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,5527.12
2011-06-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,3809.8689180923316
2011-06-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,7042.69
2011-06-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,4852.592165541985
2011-07-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,3913.73
2011-07-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,3877.195202556557
2011-07-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,5019.54
2011-07-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,4958.48256480771
2011-08-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,3972.79
2011-08-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,3956.4843209334626
2011-08-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,5114.96
2011-08-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,5079.603459314117
2011-09-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,4176.76
2011-09-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,4134.755521625765
2011-09-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,5277.16
2011-09-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,5207.517230111867
2011-10-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,4189.98
2011-10-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,4233.135650579301
2011-10-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,5332.89
2011-10-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,5318.759462607869
2011-11-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,4259.99
2011-11-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,4273.451522456317
2011-11-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,5402.56
2011-11-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,5422.599522685174
2011-12-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,6480.21
2011-12-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,4429.156565671635
2011-12-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,8130.47
2011-12-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,5565.647989522347
2012-01-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,4513.45
2012-01-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,4561.248099762078
2012-01-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,6028.03
2012-01-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,5700.355860859157
2012-02-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,4483.49
2012-02-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,4519.557994175565
2012-02-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,5824.77
2012-02-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,5646.314932550462
2012-03-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,4540.95
2012-03-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,4695.183161259368
2012-03-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,6145.19
2012-03-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,5901.884539308501
2012-04-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,4682.46
2012-04-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,4833.297546968464
2012-04-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,6087.02
2012-04-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,6003.793811483264
2012-05-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,5049.43
2012-05-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,4989.325628144528
2012-05-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,6278.22
2012-05-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,6155.866508627029
2012-06-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,7396.13
2012-06-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,5091.769530873512
2012-06-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,9107.16
2012-06-01T00:00:00Z,Remuneración promedio - sin estacionalidad,Total Pais,6306.203385165715
2012-07-01T00:00:00Z,Remuneración mediana - con estacionalidad,Total Pais,5301.21
2012-07-01T00:00:00Z,Remuneración mediana - sin estacionalidad,Total Pais,5224.48908874608
2012-07-01T00:00:00Z,Remuneración promedio - con estacionalidad,Total Pais,6612.18
